,_,idx,dataset,name,n_nodes,frac_total,density,dbar,dcv,dmax,null_100_sim_g,null_100_sim,null_100_sim_e,null_100_comp_g,null_100_comp,null_100_comp_e,data_sim_g,data_sim,data_sim_e,data_comp_g,data_comp,data_comp_e
0,0,1,,contact,274,1.0,0.05678992540306409,15.503649635036496,1.6298527245786614,101,0.570918759240066,0.21265828234734,0.5216760780857768,0.000325312443915015,0.000180358736172768,0.0003363415598180531,0.5664138788140107,0.1797387543518147,0.5142826830890104,0.00030757492169393577,0.00015877385868426138,0.00036045518126808835
1,0,1,,fb_friends,800,1.0,0.020081351689612014,16.045,0.8341167321816997,101,0.05510036499177845,0.03445796617408319,0.04494190642478475,0.04277456055984783,0.02818964946058623,0.03608854236426227,0.24430902767456378,0.20811569445035602,0.244505457041613,0.022044111536959586,0.014283727730175517,0.018559973221408364
2,0,1,,crime,1263,0.9152173913043479,0.0017278308758483876,2.1805225653206652,1.0028004764678249,25,0.007079241124893231,0.0026361489218908467,0.004563176330050849,0.006206735671541341,0.002238437509658371,0.003723410437643478,0.0,0.0,0.0,0.0512404149751917,0.023971904462150567,0.03734653030174716
3,0,1,,InVS15,219,0.9439655172413793,0.7006409450798039,152.73972602739727,0.2428091632479104,207,0.7781054987740181,0.747183529561444,0.7665184423128444,0.02205052067640418,0.024266529729355935,0.023423127351380968,0.7956264843562567,0.7619185117927143,0.7833423451661548,0.016066396560908372,0.018479486044381,0.017624892687858367
4,0,1,,SFHH,403,1.0,0.9080774786119032,365.0471464019851,0.13733491701724318,400,0.940563431224388,0.9265696302711244,0.9364258376553155,0.0012066268669300708,0.0013465843872645792,0.0012830732595456864,0.941848321826503,0.9275515912357302,0.937559413612806,0.0011844054601561108,0.0013989751684429267,0.0012987963459390897
5,0,1,,facebook,156,0.47416413373860183,0.11885856079404467,18.423076923076923,0.5233480828572498,49,0.1883631321803413,0.14967209092281414,0.17229780906812933,0.10582685706130097,0.08971193555922166,0.10080768067849656,0.5196667492566898,0.47413927216280227,0.5189540563282328,0.02293253838362411,0.019898718888717283,0.022151160449122975
6,0,1,,proximity,327,0.993920972644377,0.10915367441511416,35.584097859327215,0.3793119221955031,87,0.14172682556883304,0.1251358767716186,0.13324227467395677,0.0965258247591863,0.0881203871305065,0.09278779850902467,0.44442135612150807,0.4350547511290663,0.44863305319587443,0.03442419354059282,0.033448900215009916,0.03415807964941692
7,0,1,,friendship-11,250,1.0,0.03415261044176707,8.504,0.7002188024016015,44,0.07090176579368292,0.04679915810713218,0.059270909132958176,0.05210019268086908,0.03672281873554947,0.04534578151883254,0.09307760496413893,0.07576302088174465,0.08988114850380646,0.04496516782773907,0.033494806291692866,0.03942397373239553
8,0,1,,friendship-12,229,1.0,0.03340228300007661,7.615720524017467,0.8566206717413537,58,0.08314598024777636,0.051662202600460415,0.06900525920730083,0.05207893773631293,0.036379307554445385,0.04646924672333422,0.083161059951137,0.05566521598267708,0.0724165418848292,0.0527113821830758,0.035621452293990864,0.04489130486010249
9,0,1,,friendship-16,372,1.0,0.019882329072834246,7.376344086021505,0.7162346233123698,43,0.04326805674646792,0.02703940332904571,0.035125287264898636,0.03556640937014274,0.023309829257011652,0.029557887140894464,0.04992826398852224,0.03620965302523419,0.04372951211602618,0.029220179077109627,0.020948030720646063,0.025201402460696333
10,0,1,,friendship-4,320,1.0,0.04067398119122257,12.975,0.6567727860240474,50,0.0793441791125063,0.055986903141862915,0.06748063735160162,0.058531325320227715,0.04382653718984515,0.05165918491981821,0.08906494147317635,0.07107858974820788,0.08148895104600859,0.05340772690699484,0.04227027706245809,0.047816049831130296
11,0,1,,friendship-8,369,1.0,0.02581889949334276,9.501355013550135,0.7036249278680795,58,0.053604259389545605,0.03584250154478063,0.04411589619515786,0.04085489663970826,0.02912607260116383,0.03495142508331427,0.05572594928506631,0.04554060972360249,0.05093843637967978,0.035259617522792976,0.0272448960035207,0.03081090040127465
12,0,1,,health-advice_11,234,0.975,0.019331645941088,4.504273504273504,1.6663496608579358,85,0.07314124768721966,0.04107324011501176,0.07670177054342338,0.024329880232578645,0.01657604685387999,0.023430999224129792,0.05261910405309315,0.03823599068107586,0.06132559950361902,0.036841828783554256,0.02275359858666474,0.030687299010779656
13,0,1,,health-advice_16,349,0.9971428571428571,0.014194908276520765,4.939828080229226,2.20525159998015,152,0.0493515160015877,0.03314479307618622,0.07788369562573033,0.013569047869018103,0.01054855981153987,0.014530446144719189,0.03883172917358115,0.026534324947704267,0.060530677764024536,0.008877744284685357,0.00740015380596652,0.01033564571111504
14,0,1,,health-advice_4,316,1.0,0.020996584287723528,6.613924050632911,0.9626913161440971,72,0.061615901847115795,0.034921029351866785,0.0493349360324305,0.03956606545916675,0.0250333072231171,0.03340953508637671,0.055003259452411996,0.04190349462313801,0.055224456079474814,0.04158144065170231,0.02708263621394543,0.03364657948728085
15,0,1,,health-advice_8,361,1.0,0.019036626654355186,6.853185595567867,1.0447791228505172,84,0.05720026030500075,0.03246490882456072,0.04575620390860978,0.03410188942106438,0.022383989497604534,0.029093308424228637,0.04747180793015642,0.038493982455108586,0.04896905230178764,0.03432143147926622,0.0245172393282205,0.028473240471158297
